"gene_id"	"GO.ID"	"GO.names"
"FBgn0040582"	"FBgn0040582"	"GO:0005615"	"extracellular space"
"FBgn0040601"	"FBgn0040601"	"GO:0005576, GO:0006030, GO:0008061"	"extracellular region, chitin metabolic process, chitin binding"
"FBgn0040607"	"FBgn0040607"	"GO:0005576, GO:0006030, GO:0008061"	"extracellular region, chitin metabolic process, chitin binding"
"FBgn0040608"	"FBgn0040608"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0040609"	"FBgn0040609"	"GO:0005576, GO:0006030, GO:0008061"	"extracellular region, chitin metabolic process, chitin binding"
"FBgn0040623"	"FBgn0040623"	"GO:0005787, GO:0006465, GO:0008233, GO:0019089, GO:0030176, GO:0045047"	"signal peptidase complex, signal peptide processing, peptidase activity, transmission of virus, integral component of endoplasmic reticulum membrane, protein targeting to ER"
"FBgn0040628"	"FBgn0040628"	"GO:0004089, GO:0008270"	"carbonate dehydratase activity, zinc ion binding"
"FBgn0040629"	"FBgn0040629"	"GO:0004089, GO:0008270"	"carbonate dehydratase activity, zinc ion binding"
"FBgn0040636"	"FBgn0040636"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0040637"	"FBgn0040637"	"GO:0005615"	"extracellular space"
"FBgn0040648"	"FBgn0040648"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0040649"	"FBgn0040649"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0040650"	"FBgn0040650"	"GO:0043066, GO:0051491"	"negative regulation of apoptotic process, positive regulation of filopodium assembly"
"FBgn0040651"	"FBgn0040651"	"GO:0003674, GO:0005753, GO:0008150"	"molecular_function, mitochondrial proton-transporting ATP synthase complex, biological_process"
"FBgn0040653"	"FBgn0040653"	"GO:0000902, GO:0005576, GO:0005615, GO:0006952, GO:0006959, GO:0009617"	"cell morphogenesis, extracellular region, extracellular space, defense response, humoral immune response, response to bacterium"
"FBgn0040658"	"FBgn0040658"	"GO:0005654, GO:0005794, GO:0006915"	"nucleoplasm, Golgi apparatus, apoptotic process"
"FBgn0040660"	"FBgn0040660"	"GO:0005739, GO:0006783, GO:0032780, GO:0042030, GO:0050830, GO:0051117"	"mitochondrion, heme biosynthetic process, negative regulation of ATPase activity, ATPase inhibitor activity, defense response to Gram-positive bacterium, ATPase binding"
"FBgn0040666"	"FBgn0040666"	"GO:0003674, GO:0005654, GO:0005739, GO:0005761, GO:0008150, GO:0032543"	"molecular_function, nucleoplasm, mitochondrion, mitochondrial ribosome, biological_process, mitochondrial translation"
"FBgn0040670"	"FBgn0040670"	"GO:0000124, GO:0003682, GO:0003713, GO:0005634, GO:0005643, GO:0006357, GO:0016578, GO:0016973, GO:0045944, GO:0071819"	"SAGA complex, chromatin binding, transcription coactivator activity, nucleus, nuclear pore, regulation of transcription by RNA polymerase II, histone deubiquitination, poly(A)+ mRNA export from nucleus, positive regulation of transcription by RNA polymerase II, DUBm complex"
"FBgn0040674"	"FBgn0040674"	"GO:0007498"	"mesoderm development"
"FBgn0040679"	"FBgn0040679"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0040684"	"FBgn0040684"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0040687"	"FBgn0040687"	"GO:0006030, GO:0008061"	"chitin metabolic process, chitin binding"
"FBgn0040688"	"FBgn0040688"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0040694"	"FBgn0040694"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0040696"	"FBgn0040696"	"GO:0003352, GO:0003674, GO:0005575"	"regulation of cilium movement, molecular_function, cellular_component"
"FBgn0040697"	"FBgn0040697"	"GO:0002028, GO:0005887, GO:0016021, GO:0017080"	"regulation of sodium ion transport, integral component of plasma membrane, integral component of membrane, sodium channel regulator activity"
"FBgn0040705"	"FBgn0040705"	"GO:0003954, GO:0005747, GO:0006120"	"NADH dehydrogenase activity, mitochondrial respiratory chain complex I, mitochondrial electron transport, NADH to ubiquinone"
"FBgn0040715"	"FBgn0040715"	"GO:0003674, GO:0005575, GO:0008150, GO:0034551"	"molecular_function, cellular_component, biological_process, mitochondrial respiratory chain complex III assembly"
"FBgn0040717"	"FBgn0040717"	"GO:0005184, GO:0005576, GO:0007218"	"neuropeptide hormone activity, extracellular region, neuropeptide signaling pathway"
"FBgn0040726"	"FBgn0040726"	"GO:0003674, GO:0005886, GO:0005887, GO:0016021, GO:0032589, GO:0035199, GO:0050808, GO:0050914"	"molecular_function, plasma membrane, integral component of plasma membrane, integral component of membrane, neuron projection membrane, salt aversion, synapse organization, sensory perception of salty taste"
"FBgn0040730"	"FBgn0040730"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0040734"	"FBgn0040734"	"GO:0003674, GO:0005615, GO:0006952"	"molecular_function, extracellular space, defense response"
"FBgn0040736"	"FBgn0040736"	"GO:0003674, GO:0005576, GO:0009617, GO:0019731"	"molecular_function, extracellular region, response to bacterium, antibacterial humoral response"
"FBgn0040737"	"FBgn0040737"	"GO:0003674, GO:0005783, GO:0007030, GO:0009306"	"molecular_function, endoplasmic reticulum, Golgi organization, protein secretion"
"FBgn0040747"	"FBgn0040747"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0040751"	"FBgn0040751"	"GO:0003674, GO:0005739, GO:0033617"	"molecular_function, mitochondrion, mitochondrial respiratory chain complex IV assembly"
"FBgn0040752"	"FBgn0040752"	"GO:0005515, GO:0007416, GO:0007610, GO:0008328, GO:0014069, GO:0030159, GO:0030160, GO:0030424, GO:0030425, GO:0031594, GO:0035255, GO:0043005, GO:0043195, GO:0043197, GO:0044309, GO:0045211, GO:0048854, GO:0050808, GO:0051124, GO:0051705, GO:0051968, GO:0060291, GO:0060997, GO:0060999, GO:0097107, GO:1990255, GO:2000050, GO:2000311, GO:2000463"	"protein binding, synapse assembly, behavior, ionotropic glutamate receptor complex, postsynaptic density, receptor signaling complex adaptor activity, GKAP/Homer scaffold activity, axon, dendrite, neuromuscular junction, ionotropic glutamate receptor binding, neuron projection, terminal bouton, dendritic spine, neuron spine, postsynaptic membrane, brain morphogenesis, synapse organization, synaptic growth at neuromuscular junction, multi-organism behavior, positive regulation of synaptic transmission, glutamatergic, long-term synaptic potentiation, dendritic spine morphogenesis, positive regulation of dendritic spine development, postsynaptic density assembly, subsynaptic reticulum organization, regulation of non-canonical Wnt signaling pathway, regulation of AMPA receptor activity, positive regulation of excitatory postsynaptic potential"
"FBgn0040754"	"FBgn0040754"	"GO:0000790, GO:0005634, GO:0005654, GO:0005737, GO:0008180, GO:0008284, GO:0034644, GO:2000435"	"nuclear chromatin, nucleus, nucleoplasm, cytoplasm, COP9 signalosome, positive regulation of cell population proliferation, cellular response to UV, negative regulation of protein neddylation"
"FBgn0040765"	"FBgn0040765"	"GO:0000070, GO:0000981, GO:0005634, GO:0006357, GO:0035185, GO:0043565"	"mitotic sister chromatid segregation, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, regulation of transcription by RNA polymerase II, preblastoderm mitotic cell cycle, sequence-specific DNA binding"
"FBgn0040773"	"FBgn0040773"	"GO:0004129, GO:0005751, GO:0006123"	"cytochrome-c oxidase activity, mitochondrial respiratory chain complex IV, mitochondrial electron transport, cytochrome c to oxygen"
"FBgn0040777"	"FBgn0040777"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"FBgn0040780"	"FBgn0040780"	"GO:0005575, GO:0006464, GO:0016236, GO:0016925, GO:0019777, GO:0061651, GO:0061665"	"cellular_component, cellular protein modification process, macroautophagy, protein sumoylation, Atg12 transferase activity, Atg12 conjugating enzyme activity, SUMO ligase activity"
"FBgn0040784"	"FBgn0040784"	"GO:0003674, GO:0005575, GO:0007275"	"molecular_function, cellular_component, multicellular organism development"
"FBgn0040795"	"FBgn0040795"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0040805"	"FBgn0040805"	"GO:0003674, GO:0005737, GO:0005777, GO:0008150, GO:0016021"	"molecular_function, cytoplasm, peroxisome, biological_process, integral component of membrane"
"FBgn0040809"	"FBgn0040809"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0040812"	"FBgn0040812"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0040814"	"FBgn0040814"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0040816"	"FBgn0040816"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0040817"	"FBgn0040817"	"GO:0005615"	"extracellular space"
"FBgn0040823"	"FBgn0040823"	"GO:0003674, GO:0005576, GO:0007606, GO:0032589, GO:0050808"	"molecular_function, extracellular region, sensory perception of chemical stimulus, neuron projection membrane, synapse organization"
"FBgn0040849"	"FBgn0040849"	"GO:0009593, GO:0015276, GO:0016021"	"detection of chemical stimulus, ligand-gated ion channel activity, integral component of membrane"
"FBgn0040871"	"FBgn0040871"	"GO:0003674, GO:0005739, GO:0008150, GO:0061617"	"molecular_function, mitochondrion, biological_process, MICOS complex"
"FBgn0040877"	"FBgn0040877"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0040890"	"FBgn0040890"	"GO:0005783, GO:0005794, GO:0009306, GO:0046907"	"endoplasmic reticulum, Golgi apparatus, protein secretion, intracellular transport"
"FBgn0040906"	"FBgn0040906"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0040907"	"FBgn0040907"	"GO:0003735, GO:0005739, GO:0005762, GO:0006412, GO:0032543"	"structural constituent of ribosome, mitochondrion, mitochondrial large ribosomal subunit, translation, mitochondrial translation"
"FBgn0040918"	"FBgn0040918"	"GO:0003677, GO:0005634, GO:0005637, GO:0005783, GO:0006641, GO:0016021, GO:0016410, GO:0032933, GO:0046513, GO:0046889, GO:0050291, GO:0050995"	"DNA binding, nucleus, nuclear inner membrane, endoplasmic reticulum, triglyceride metabolic process, integral component of membrane, N-acyltransferase activity, SREBP signaling pathway, ceramide biosynthetic process, positive regulation of lipid biosynthetic process, sphingosine N-acyltransferase activity, negative regulation of lipid catabolic process"
"FBgn0040929"	"FBgn0040929"	"GO:0006338, GO:0031011"	"chromatin remodeling, Ino80 complex"
"FBgn0040949"	"FBgn0040949"	"GO:0003674, GO:0007305, GO:0042600"	"molecular_function, vitelline membrane formation involved in chorion-containing eggshell formation, chorion"
"FBgn0040950"	"FBgn0040950"	"GO:0005201, GO:0005576, GO:0006030, GO:0008061, GO:0031012"	"extracellular matrix structural constituent, extracellular region, chitin metabolic process, chitin binding, extracellular matrix"
"FBgn0040958"	"FBgn0040958"	"GO:0006030, GO:0008061, GO:0016490, GO:0062129"	"chitin metabolic process, chitin binding, structural constituent of peritrophic membrane, chitin-based extracellular matrix"
"FBgn0040959"	"FBgn0040959"	"GO:0006030, GO:0008061, GO:0016490, GO:0062129"	"chitin metabolic process, chitin binding, structural constituent of peritrophic membrane, chitin-based extracellular matrix"
"FBgn0040963"	"FBgn0040963"	"GO:0005829, GO:0006470, GO:0035971, GO:0101006"	"cytosol, protein dephosphorylation, peptidyl-histidine dephosphorylation, protein histidine phosphatase activity"
"FBgn0040964"	"FBgn0040964"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0040967"	"FBgn0040967"	"GO:0003674, GO:0004864, GO:0005575, GO:0009966, GO:0043666"	"molecular_function, protein phosphatase inhibitor activity, cellular_component, regulation of signal transduction, regulation of phosphoprotein phosphatase activity"
"FBgn0040973"	"FBgn0040973"	"GO:0002181, GO:0003674, GO:0005575"	"cytoplasmic translation, molecular_function, cellular_component"
"FBgn0041087"	"FBgn0041087"	"GO:0005319, GO:0005886, GO:0005887, GO:0006644, GO:0007165, GO:0007277, GO:0007280, GO:0007281, GO:0008195, GO:0008354, GO:0016791, GO:0035233, GO:0035234, GO:0042577, GO:0045177, GO:0046839"	"lipid transporter activity, plasma membrane, integral component of plasma membrane, phospholipid metabolic process, signal transduction, pole cell development, pole cell migration, germ cell development, phosphatidate phosphatase activity, germ cell migration, phosphatase activity, germ cell repulsion, ectopic germ cell programmed cell death, lipid phosphatase activity, apical part of cell, phospholipid dephosphorylation"
"FBgn0041092"	"FBgn0041092"	"GO:0005634, GO:0006355, GO:0007298, GO:0016922, GO:0030374, GO:0032870, GO:0035257, GO:0035258, GO:0045927, GO:0045944, GO:0046983, GO:0048675, GO:0060250, GO:1903688"	"nucleus, regulation of transcription, DNA-templated, border follicle cell migration, nuclear receptor binding, nuclear receptor transcription coactivator activity, cellular response to hormone stimulus, nuclear hormone receptor binding, steroid hormone receptor binding, positive regulation of growth, positive regulation of transcription by RNA polymerase II, protein dimerization activity, axon extension, germ-line stem-cell niche homeostasis, positive regulation of border follicle cell migration"
"FBgn0041094"	"FBgn0041094"	"GO:0005737, GO:0006915, GO:0006979, GO:0008219, GO:0008258, GO:0009968, GO:0032006, GO:0032504, GO:0045926"	"cytoplasm, apoptotic process, response to oxidative stress, cell death, head involution, negative regulation of signal transduction, regulation of TOR signaling, multicellular organism reproduction, negative regulation of growth"
"FBgn0041096"	"FBgn0041096"	"GO:0005515, GO:0005737, GO:0005912, GO:0007298, GO:0007520, GO:0008307, GO:0009986, GO:0030018, GO:0045214, GO:0050839, GO:0061327"	"protein binding, cytoplasm, adherens junction, border follicle cell migration, myoblast fusion, structural constituent of muscle, cell surface, Z disc, sarcomere organization, cell adhesion molecule binding, anterior Malpighian tubule development"
"FBgn0041097"	"FBgn0041097"	"GO:0005886, GO:0007411, GO:0007419, GO:0008038, GO:0008406, GO:0016201, GO:0016319, GO:0030017, GO:0030424, GO:0048036"	"plasma membrane, axon guidance, ventral cord development, neuron recognition, gonad development, synaptic target inhibition, mushroom body development, sarcomere, axon, central complex development"
"FBgn0041100"	"FBgn0041100"	"GO:0000151, GO:0000209, GO:0000266, GO:0000422, GO:0001933, GO:0004842, GO:0005737, GO:0005739, GO:0005783, GO:0005794, GO:0005829, GO:0006511, GO:0006513, GO:0006979, GO:0007005, GO:0007283, GO:0008344, GO:0008345, GO:0010637, GO:0010821, GO:0016567, GO:0030382, GO:0031624, GO:0032436, GO:0042981, GO:0046329, GO:0048078, GO:0048477, GO:0051865, GO:0055069, GO:0061630, GO:0061631, GO:0070050, GO:0090141, GO:1900407, GO:1904061, GO:1904457"	"ubiquitin ligase complex, protein polyubiquitination, mitochondrial fission, autophagy of mitochondrion, negative regulation of protein phosphorylation, ubiquitin-protein transferase activity, cytoplasm, mitochondrion, endoplasmic reticulum, Golgi apparatus, cytosol, ubiquitin-dependent protein catabolic process, protein monoubiquitination, response to oxidative stress, mitochondrion organization, spermatogenesis, adult locomotory behavior, larval locomotory behavior, negative regulation of mitochondrial fusion, regulation of mitochondrion organization, protein ubiquitination, sperm mitochondrion organization, ubiquitin conjugating enzyme binding, positive regulation of proteasomal ubiquitin-dependent protein catabolic process, regulation of apoptotic process, negative regulation of JNK cascade, positive regulation of compound eye pigmentation, oogenesis, protein autoubiquitination, zinc ion homeostasis, ubiquitin protein ligase activity, ubiquitin conjugating enzyme activity, neuron cellular homeostasis, positive regulation of mitochondrial fission, regulation of cellular response to oxidative stress, positive regulation of locomotor rhythm, positive regulation of neuronal action potential"
"FBgn0041102"	"FBgn0041102"	"GO:0005634, GO:0005829, GO:0035971, GO:0101006"	"nucleus, cytosol, peptidyl-histidine dephosphorylation, protein histidine phosphatase activity"
"FBgn0041103"	"FBgn0041103"	"GO:0001673, GO:0003677, GO:0005669, GO:0005730, GO:0006367, GO:0007283, GO:0008134, GO:0010468, GO:0016251, GO:0045944, GO:0046982"	"male germ cell nucleus, DNA binding, transcription factor TFIID complex, nucleolus, transcription initiation from RNA polymerase II promoter, spermatogenesis, transcription factor binding, regulation of gene expression, RNA polymerase II general transcription initiation factor activity, positive regulation of transcription by RNA polymerase II, protein heterodimerization activity"
"FBgn0041105"	"FBgn0041105"	"GO:0003676"	"nucleic acid binding"
"FBgn0041111"	"FBgn0041111"	"GO:0003677, GO:0003700, GO:0005634, GO:0006355, GO:0007366, GO:0007379, GO:0007611, GO:0008023, GO:0008361, GO:0010468, GO:0032368, GO:0032783, GO:0035327, GO:0042051, GO:0045944, GO:0048190, GO:0051493, GO:0061629, GO:0097150"	"DNA binding, DNA-binding transcription factor activity, nucleus, regulation of transcription, DNA-templated, periodic partitioning by pair rule gene, segment specification, learning or memory, transcription elongation factor complex, regulation of cell size, regulation of gene expression, regulation of lipid transport, ELL-EAF complex, transcriptionally active chromatin, compound eye photoreceptor development, positive regulation of transcription by RNA polymerase II, wing disc dorsal/ventral pattern formation, regulation of cytoskeleton organization, RNA polymerase II-specific DNA-binding transcription factor binding, neuronal stem cell population maintenance"
"FBgn0041147"	"FBgn0041147"	"GO:0005680, GO:0005737, GO:0007444, GO:0030162, GO:0031145, GO:0045842, GO:0051726, GO:0061630, GO:0070979"	"anaphase-promoting complex, cytoplasm, imaginal disc development, regulation of proteolysis, anaphase-promoting complex-dependent catabolic process, positive regulation of mitotic metaphase/anaphase transition, regulation of cell cycle, ubiquitin protein ligase activity, protein K11-linked ubiquitination"
"FBgn0041150"	"FBgn0041150"	"GO:0016021, GO:0055085"	"integral component of membrane, transmembrane transport"
"FBgn0041156"	"FBgn0041156"	"GO:0005634, GO:0006355, GO:0007399, GO:0007412, GO:0007417, GO:0021520, GO:0043565, GO:0048812, GO:0061101"	"nucleus, regulation of transcription, DNA-templated, nervous system development, axon target recognition, central nervous system development, spinal cord motor neuron cell fate specification, sequence-specific DNA binding, neuron projection morphogenesis, neuroendocrine cell differentiation"
"FBgn0041160"	"FBgn0041160"	"GO:0003674, GO:0005575, GO:0007411, GO:0008150"	"molecular_function, cellular_component, axon guidance, biological_process"
"FBgn0041164"	"FBgn0041164"	"GO:0000184, GO:0000578, GO:0003678, GO:0003723, GO:0005515, GO:0005737, GO:0005739, GO:0005829, GO:0007293, GO:0007318, GO:0007616, GO:0016246, GO:0030424, GO:0030425, GO:0031023, GO:0035194, GO:0043025, GO:0043186, GO:0045202, GO:0046843, GO:0048477, GO:0070725, GO:1990511, GO:2000002"	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, embryonic axis specification, DNA helicase activity, RNA binding, protein binding, cytoplasm, mitochondrion, cytosol, germarium-derived egg chamber formation, pole plasm protein localization, long-term memory, RNA interference, axon, dendrite, microtubule organizing center organization, posttranscriptional gene silencing by RNA, neuronal cell body, P granule, synapse, dorsal appendage formation, oogenesis, Yb body, piRNA biosynthetic process, negative regulation of DNA damage checkpoint"
"FBgn0041171"	"FBgn0041171"	"GO:0004842, GO:0005515, GO:0007088, GO:0007096, GO:0007411, GO:0007419, GO:0019005, GO:0030162, GO:0030332, GO:0031146, GO:0035147, GO:0042023, GO:0045571, GO:0045926, GO:0060253, GO:0060438, GO:0071456, GO:1900038, GO:1903146, GO:1990381"	"ubiquitin-protein transferase activity, protein binding, regulation of mitotic nuclear division, regulation of exit from mitosis, axon guidance, ventral cord development, SCF ubiquitin ligase complex, regulation of proteolysis, cyclin binding, SCF-dependent proteasomal ubiquitin-dependent protein catabolic process, branch fusion, open tracheal system, DNA endoreduplication, negative regulation of imaginal disc growth, negative regulation of growth, negative regulation of glial cell proliferation, trachea development, cellular response to hypoxia, negative regulation of cellular response to hypoxia, regulation of autophagy of mitochondrion, ubiquitin-specific protease binding"
"FBgn0041174"	"FBgn0041174"	"GO:0004842, GO:0005515, GO:0005634, GO:0006611, GO:0007026, GO:0007098, GO:0007424, GO:0007427, GO:0016334, GO:0016567, GO:0030891, GO:0035149, GO:0060438, GO:0090307, GO:1900037"	"ubiquitin-protein transferase activity, protein binding, nucleus, protein export from nucleus, negative regulation of microtubule depolymerization, centrosome cycle, open tracheal system development, epithelial cell migration, open tracheal system, establishment or maintenance of polarity of follicular epithelium, protein ubiquitination, VCB complex, lumen formation, open tracheal system, trachea development, mitotic spindle assembly, regulation of cellular response to hypoxia"
"FBgn0041180"	"FBgn0041180"	"GO:0004866, GO:0005615, GO:0009620, GO:0032504, GO:0045087"	"endopeptidase inhibitor activity, extracellular space, response to fungus, multicellular organism reproduction, innate immune response"
"FBgn0041181"	"FBgn0041181"	"GO:0004866, GO:0005615, GO:0045087, GO:0050830, GO:0098542"	"endopeptidase inhibitor activity, extracellular space, innate immune response, defense response to Gram-positive bacterium, defense response to other organism"
"FBgn0041182"	"FBgn0041182"	"GO:0004866, GO:0005615, GO:0045087, GO:0050829"	"endopeptidase inhibitor activity, extracellular space, innate immune response, defense response to Gram-negative bacterium"
"FBgn0041183"	"FBgn0041183"	"GO:0004866, GO:0005615, GO:0045087"	"endopeptidase inhibitor activity, extracellular space, innate immune response"
"FBgn0041184"	"FBgn0041184"	"GO:0005118, GO:0005126, GO:0005942, GO:0007298, GO:0007482, GO:0007616, GO:0008586, GO:0030718, GO:0035556, GO:0042059, GO:0043697, GO:0045677, GO:0045873, GO:0046426, GO:0046854, GO:0046935, GO:0048072, GO:0048802, GO:1905167"	"sevenless binding, cytokine receptor binding, phosphatidylinositol 3-kinase complex, border follicle cell migration, haltere development, long-term memory, imaginal disc-derived wing vein morphogenesis, germ-line stem cell population maintenance, intracellular signal transduction, negative regulation of epidermal growth factor receptor signaling pathway, cell dedifferentiation, negative regulation of R7 cell differentiation, negative regulation of sevenless signaling pathway, negative regulation of receptor signaling pathway via JAK-STAT, phosphatidylinositol phosphorylation, 1-phosphatidylinositol-3-kinase regulator activity, compound eye pigmentation, notum morphogenesis, positive regulation of lysosomal protein catabolic process"
"FBgn0041186"	"FBgn0041186"	"GO:0003729, GO:0005515, GO:0005634, GO:0005737, GO:0006398, GO:0007076, GO:0035613, GO:0051028, GO:0071204, GO:0071207"	"mRNA binding, protein binding, nucleus, cytoplasm, mRNA 3'-end processing by stem-loop binding and cleavage, mitotic chromosome condensation, RNA stem-loop binding, mRNA transport, histone pre-mRNA 3'end processing complex, histone pre-mRNA stem-loop binding"
"FBgn0041188"	"FBgn0041188"	"GO:0003723, GO:0005515, GO:0005737, GO:0007614, GO:0007616, GO:0009994, GO:0010494, GO:0010603, GO:0022416, GO:0030833, GO:0032092, GO:0034063, GO:0035770, GO:0042051, GO:0045475, GO:0046959, GO:0048749, GO:0051823, GO:0060965, GO:0062029, GO:0090328, GO:0097167, GO:1901216"	"RNA binding, protein binding, cytoplasm, short-term memory, long-term memory, oocyte differentiation, cytoplasmic stress granule, regulation of cytoplasmic mRNA processing body assembly, chaeta development, regulation of actin filament polymerization, positive regulation of protein binding, stress granule assembly, ribonucleoprotein granule, compound eye photoreceptor development, locomotor rhythm, habituation, compound eye development, regulation of synapse structural plasticity, negative regulation of gene silencing by miRNA, positive regulation of stress granule assembly, regulation of olfactory learning, circadian regulation of translation, positive regulation of neuron death"
"FBgn0041191"	"FBgn0041191"	"GO:0000082, GO:0003924, GO:0005525, GO:0005886, GO:0007264, GO:0007430, GO:0008286, GO:0010506, GO:0010507, GO:0010942, GO:0019003, GO:0030307, GO:0033500, GO:0035264, GO:0042594, GO:0042632, GO:0045176, GO:0045727, GO:0045793, GO:0045887, GO:0055088, GO:0090070, GO:1902669, GO:1903940, GO:1904263, GO:1904503, GO:2000377"	"G1/S transition of mitotic cell cycle, GTPase activity, GTP binding, plasma membrane, small GTPase mediated signal transduction, terminal branching, open tracheal system, insulin receptor signaling pathway, regulation of autophagy, negative regulation of autophagy, positive regulation of cell death, GDP binding, positive regulation of cell growth, carbohydrate homeostasis, multicellular organism growth, response to starvation, cholesterol homeostasis, apical protein localization, positive regulation of translation, positive regulation of cell size, positive regulation of synaptic growth at neuromuscular junction, lipid homeostasis, positive regulation of ribosome biogenesis, positive regulation of axon guidance, negative regulation of TORC2 signaling, positive regulation of TORC1 signaling, negative regulation of lipophagy, regulation of reactive oxygen species metabolic process"
"FBgn0041194"	"FBgn0041194"	"GO:0004044, GO:0009113, GO:0009116"	"amidophosphoribosyltransferase activity, purine nucleobase biosynthetic process, nucleoside metabolic process"
"FBgn0041195"	"FBgn0041195"	"GO:0005261, GO:0005262, GO:0006812, GO:0006939, GO:0007283, GO:0016020, GO:0030317, GO:0030536, GO:0034703, GO:0046692, GO:0046693, GO:0050982"	"cation channel activity, calcium channel activity, cation transport, smooth muscle contraction, spermatogenesis, membrane, flagellated sperm motility, larval feeding behavior, cation channel complex, sperm competition, sperm storage, detection of mechanical stimulus"
"FBgn0041205"	"FBgn0041205"	"GO:0002230, GO:0005515, GO:0005634, GO:0005737, GO:0006955, GO:0006963, GO:0030163, GO:0043122, GO:0045089, GO:0045944, GO:0050829, GO:0051607, GO:0061057, GO:0070530, GO:2000647"	"positive regulation of defense response to virus by host, protein binding, nucleus, cytoplasm, immune response, positive regulation of antibacterial peptide biosynthetic process, protein catabolic process, regulation of I-kappaB kinase/NF-kappaB signaling, positive regulation of innate immune response, positive regulation of transcription by RNA polymerase II, defense response to Gram-negative bacterium, defense response to virus, peptidoglycan recognition protein signaling pathway, K63-linked polyubiquitin modification-dependent protein binding, negative regulation of stem cell proliferation"
"FBgn0041210"	"FBgn0041210"	"GO:0000118, GO:0004407, GO:0005634, GO:0005737, GO:0005829, GO:0006355, GO:0007613, GO:0007616, GO:0008286, GO:0009267, GO:0016573, GO:0016575, GO:0019789, GO:0033558, GO:0051091"	"histone deacetylase complex, histone deacetylase activity, nucleus, cytoplasm, cytosol, regulation of transcription, DNA-templated, memory, long-term memory, insulin receptor signaling pathway, cellular response to starvation, histone acetylation, histone deacetylation, SUMO transferase activity, protein deacetylase activity, positive regulation of DNA-binding transcription factor activity"
"FBgn0041224"	"FBgn0041224"	"GO:0016021, GO:0050909"	"integral component of membrane, sensory perception of taste"
"FBgn0041225"	"FBgn0041225"	"GO:0016021, GO:0030424, GO:0030425, GO:0033041, GO:0043025, GO:0050909"	"integral component of membrane, axon, dendrite, sweet taste receptor activity, neuronal cell body, sensory perception of taste"
"FBgn0041229"	"FBgn0041229"	"GO:0008527, GO:0016021, GO:0030424, GO:0030425, GO:0031000, GO:0043025, GO:0050909"	"taste receptor activity, integral component of membrane, axon, dendrite, response to caffeine, neuronal cell body, sensory perception of taste"
"FBgn0041231"	"FBgn0041231"	"GO:0008527, GO:0016021, GO:0016544, GO:0019236, GO:0030424, GO:0030425, GO:0043025, GO:0050909, GO:0050912"	"taste receptor activity, integral component of membrane, male courtship behavior, tapping to detect pheromone, response to pheromone, axon, dendrite, neuronal cell body, sensory perception of taste, detection of chemical stimulus involved in sensory perception of taste"
"FBgn0041232"	"FBgn0041232"	"GO:0008150, GO:0008527, GO:0016021, GO:0050909"	"biological_process, taste receptor activity, integral component of membrane, sensory perception of taste"
"FBgn0041233"	"FBgn0041233"	"GO:0008527, GO:0010037, GO:0016021, GO:0030424, GO:0030425, GO:0043025, GO:0050909, GO:0050912"	"taste receptor activity, response to carbon dioxide, integral component of membrane, axon, dendrite, neuronal cell body, sensory perception of taste, detection of chemical stimulus involved in sensory perception of taste"
"FBgn0041234"	"FBgn0041234"	"GO:0008527, GO:0016021, GO:0030424, GO:0030425, GO:0033038, GO:0033041, GO:0043025, GO:0050909, GO:0050912"	"taste receptor activity, integral component of membrane, axon, dendrite, bitter taste receptor activity, sweet taste receptor activity, neuronal cell body, sensory perception of taste, detection of chemical stimulus involved in sensory perception of taste"
